obsid,leadid,ccode,idacr,country,continent,leader,startdate,enddate,entry,exit,exitcode,gender,yrborn
PAK-1993-1,8248b868-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Mazari,1993-04-18,1993-05-26,Irregular,Regular,Regular,M,1922
PAK-1993-2,8248878f-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Sharif,1993-05-26,1993-07-18,Regular,Regular,Regular,M,1949
PAK-1993-3,8248b869-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Qureshi,1993-07-19,1993-10-19,Regular,Regular,Regular,M,1930
PAK-1993-4,8248878d-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Benazir Bhutto,1993-10-19,1996-11-05,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",F,1953
PAK-1996,8248b86a-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Khalid,1996-11-05,1997-02-17,Irregular,Regular,Regular,M,1916
PAK-1997,8248878f-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Sharif,1997-02-17,1999-10-12,Regular,Irregular,"Removed by Military, without Foreign Support",M,1949
PAK-1999,8248b86b-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Musharraf,1999-10-14,2008-08-18,Irregular,Regular,Regular,M,1943
PAK-2008-1,82551e7b-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Soomro,2008-08-18,2008-09-09,Regular,Regular,Regular,M,1950
PAK-2008-2,82551e7c-1e42-11e4-b4cd-db5882bf8def,770,PAK,Pakistan,Asia,Zardari,2008-09-09,2013-06-05,Regular,Regular,Regular,M,1955
PAK-2013,2b3ec87d-3481-11e4-8dba-bbcd9ed46413,770,PAK,Pakistan,Asia,Nawaz Sharif,2013-06-05,2017-07-28,Regular,Irregular,Irregular,M,1949
PAK_2017_1,NA,770,PAK,Pakistan,Asia,Shahid Khaqan Abbasi,2017-07-28,2018-05-31,Regular,Regular,Regular,M,1958
PAK_2018_1,NA,770,PAK,Pakistan,Asia,Nasirul Mulk,2018-05-31,2018-08-18,Regular,Regular,Regular,M,1950
PAK_2018_2,NA,770,PAK,Pakistan,Asia,Imran Khan,2018-08-18,2022-04-10,Regular,Irregular,Irregular,M,1952
PAK_2022_1,NA,770,PAK,Pakistan,Asia,Shehbaz Sharif,2022-04-11,2023-08-13,Regular,Regular,Regular,M,1951
PAK_2023_1,NA,770,PAK,Pakistan,Asia,Anwaar ul Haq Kakar,2023-08-14,2024-07-31,Regular,Still in Office,Still in Office,M,1971
BNG-1971,8248b86c-1e42-11e4-b4cd-db5882bf8def,771,BNG,Bangladesh,Asia,Syed Nazrul Islam,1971-04-11,1972-01-10,Regular,Regular,Regular,M,1925
BNG-1972,8248b86d-1e42-11e4-b4cd-db5882bf8def,771,BNG,Bangladesh,Asia,Sheikh Mujib Rahman,1972-01-13,1975-08-15,Regular,Irregular,"Removed by Military, without Foreign Support",M,1920
BNG-1975-1,8248e93c-1e42-11e4-b4cd-db5882bf8def,771,BNG,Bangladesh,Asia,Moshtaque Ahmed,1975-08-15,1975-11-06,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1918
BNG-1975-2,8248e93d-1e42-11e4-b4cd-db5882bf8def,771,BNG,Bangladesh,Asia,Ziaur Rahman,1975-11-06,1981-05-30,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1936
BNG-1981,8248e93e-1e42-11e4-b4cd-db5882bf8def,771,BNG,Bangladesh,Asia,Sattar,1981-05-30,1982-03-20,Regular,Irregular,"Removed by Military, without Foreign Support",M,1906
BNG-1982,8248e93f-1e42-11e4-b4cd-db5882bf8def,771,BNG,Bangladesh,Asia,Ershad,1982-03-27,1990-12-06,Irregular,Irregular,"Popular Protest, without Foreign Support",M,1930
BNG-1990,8248e940-1e42-11e4-b4cd-db5882bf8def,771,BNG,Bangladesh,Asia,Ahmed,1990-12-06,1991-03-20,Irregular,Regular,Regular,M,1930
BNG-1991,3651f2c8-3bbd-11e5-afeb-eb6f07f9fec7,771,BNG,Bangladesh,Asia,Khaleda Zia,1991-03-20,1996-03-30,Regular,Regular,Regular,F,1945
BNG-1996-1,8248e942-1e42-11e4-b4cd-db5882bf8def,771,BNG,Bangladesh,Asia,Mohammad Habibur Rahman,1996-03-30,1996-06-23,Regular,Regular,Regular,M,1930
BNG-1996-2,365240e8-3bbd-11e5-afeb-eb6f07f9fec7,771,BNG,Bangladesh,Asia,Hasina Wazed,1996-06-23,2001-07-15,Regular,Regular,Regular,F,1947
BNG-2001-1,82491a11-1e42-11e4-b4cd-db5882bf8def,771,BNG,Bangladesh,Asia,Latifur Rahman,2001-07-15,2001-10-10,Regular,Regular,Regular,M,1936
BNG-2001-2,3651f2c8-3bbd-11e5-afeb-eb6f07f9fec7,771,BNG,Bangladesh,Asia,Khaleda Zia,2001-10-10,2006-10-29,Regular,Regular,Regular,F,1945
BNG-2006,82551e7d-1e42-11e4-b4cd-db5882bf8def,771,BNG,Bangladesh,Asia,Iajuddin,2006-10-29,2007-01-12,Regular,Irregular,"Popular Protest, without Foreign Support",M,1931
BNG-2007,82554f4c-1e42-11e4-b4cd-db5882bf8def,771,BNG,Bangladesh,Asia,Fakhruddin,2007-01-12,2009-01-06,Regular,Regular,Regular,M,1940
BNG-2009,365240e8-3bbd-11e5-afeb-eb6f07f9fec7,771,BNG,Bangladesh,Asia,Hasina Wazed,2009-01-06,2024-07-31,Regular,Still in Office,Still in Office,F,1947
MYA-1948,82494ae4-1e42-11e4-b4cd-db5882bf8def,775,MYA,Myanmar,Asia,U Nu,1948-01-04,1956-06-12,Regular,Regular,Regular,M,1907
MYA-1956,82494ae5-1e42-11e4-b4cd-db5882bf8def,775,MYA,Myanmar,Asia,U Ba Swe,1956-06-12,1957-03-01,Regular,Regular,Regular,M,1915
MYA-1957,82494ae4-1e42-11e4-b4cd-db5882bf8def,775,MYA,Myanmar,Asia,U Nu,1957-03-01,1958-10-29,Regular,Regular,Regular,M,1907
MYA-1958,82494ae6-1e42-11e4-b4cd-db5882bf8def,775,MYA,Myanmar,Asia,Ne Win,1958-10-29,1960-03-15,Regular,Regular,Regular,M,1911
MYA-1960,82494ae4-1e42-11e4-b4cd-db5882bf8def,775,MYA,Myanmar,Asia,U Nu,1960-04-04,1962-03-02,Regular,Irregular,"Removed by Military, without Foreign Support",M,1907
MYA-1962,82494ae6-1e42-11e4-b4cd-db5882bf8def,775,MYA,Myanmar,Asia,Ne Win,1962-03-02,1988-07-25,Irregular,Regular,Regular,M,1911
MYA-1988-1,82494ae7-1e42-11e4-b4cd-db5882bf8def,775,MYA,Myanmar,Asia,Sein Lwin,1988-07-25,1988-08-12,Irregular,Regular,Regular,M,1924
MYA-1988-2,82494ae8-1e42-11e4-b4cd-db5882bf8def,775,MYA,Myanmar,Asia,Maung Maung,1988-08-19,1988-09-18,Regular,Irregular,"Removed by Military, without Foreign Support",M,1925
MYA-1988-3,82494ae9-1e42-11e4-b4cd-db5882bf8def,775,MYA,Myanmar,Asia,Saw Maung,1988-09-18,1992-04-23,Irregular,Retired Due to Ill Health,Regular,M,1928
MYA-1992,82497bb8-1e42-11e4-b4cd-db5882bf8def,775,MYA,Myanmar,Asia,Than Shwe,1992-04-23,2011-03-30,Regular,Regular,Regular,M,1933
MYA-2011,14a038b2-aae0-11e4-b3bc-29f2fa19767e,775,MYA,Myanmar,Asia,Thein Sein,2011-03-30,2016-03-30,Regular,Regular,Regular,M,1945
MYA_2016_1,NA,775,MYA,Myanmar,Asia,Htin Kyaw,2016-03-30,2018-03-21,Regular,Retired Due to Ill Health,Retired Due to Ill Health,M,1946
MYA_2018_1,NA,775,MYA,Myanmar,Asia,Myint Swe,2018-03-21,2018-03-30,Regular,Regular,Regular,M,1951
MYA_2018_2,NA,775,MYA,Myanmar,Asia,Win Myint,2018-03-30,2021-02-01,Regular,Irregular,Coup,M,1951
MYA_2021_1,NA,775,MYA,Myanmar,Asia,Myint Swe,2021-02-01,2024-07-31,Irregular,Still in Office,Still in Office,M,1951
SRI-1948,82497bb9-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,"Senanayake, Don",1948-02-04,1952-03-22,Regular,Natural Death,Regular,M,1884
SRI-1952,82497bba-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,"Senanayake, Dudley",1952-03-26,1953-10-12,Regular,Retired Due to Ill Health,Regular,M,1911
SRI-1953,82497bbb-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,Kotelawala,1953-10-12,1956-04-11,Regular,Regular,Regular,M,1897
SRI-1956,82497bbc-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,"Bandaranaike, S.W.R.D.",1956-04-12,1959-09-26,Regular,Irregular,Assassination by Unsupported Individual,M,1899
SRI-1959,82497bbd-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,Dahanayake,1959-09-26,1960-03-21,Regular,Regular,Regular,M,1902
SRI-1960-1,82497bba-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,"Senanayake, Dudley",1960-03-21,1960-07-22,Regular,Regular,Regular,M,1911
SRI-1960-2,8249ac8c-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,"Bandaranaike, S",1960-07-22,1965-03-25,Regular,Regular,Regular,F,1916
SRI-1965,82497bba-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,"Senanayake, Dudley",1965-03-25,1970-05-28,Regular,Regular,Regular,M,1911
SRI-1970,8249ac8c-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,"Bandaranaike, S",1970-05-31,1977-07-23,Regular,Regular,Regular,F,1916
SRI-1977,8249ac8d-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,Jayewardene,1977-07-23,1989-01-02,Regular,Regular,Regular,M,1906
SRI-1989,8249ac8e-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,Premadasa,1989-01-02,1993-05-01,Regular,Irregular,"Irregular, Other",M,1924
SRI-1993,8249ac8f-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,Wijetunge,1993-05-01,1994-11-12,Regular,Regular,Regular,M,1922
SRI-1994,8249ac90-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,Kumaratunga,1994-11-12,2005-11-19,Regular,Regular,Regular,F,1945
SRI-2005,82554f4e-1e42-11e4-b4cd-db5882bf8def,780,SRI,Sri Lanka,Asia,Rajapakse,2005-11-19,2015-01-09,Regular,Regular,Regular,F,1945
SRI-2015,0eddfd20-df39-11e5-ba44-bb6d7c1a9a58,780,SRI,Sri Lanka,Asia,Maithripala Sirisena,2015-01-09,2019-11-18,Regular,Regular,Regular,F,1951
SRI_2019_1,NA,780,SRI,Sri Lanka,Asia,Gotabaya Rajapaksa,2019-11-18,2022-07-14,Regular,Irregular,Irregular,M,1949
SRI_2022_1,NA,780,SRI,Sri Lanka,Asia,Ranil Wickremesinghe,2022-07-14,2024-07-31,Regular,Still in Office,Still in Office,M,1949
MAD-1953,8249ac91-1e42-11e4-b4cd-db5882bf8def,781,MAD,Maldives,Asia,Ali Didi,1953-09-02,1957-12-12,Regular,Irregular,"Popular Protest, without Foreign Support",M,1889
MAD-1957,8249dd60-1e42-11e4-b4cd-db5882bf8def,781,MAD,Maldives,Asia,Nasir,1957-12-12,1978-11-11,Regular,Retired Due to Ill Health,Regular,M,1926
MAD-1978,8249dd61-1e42-11e4-b4cd-db5882bf8def,781,MAD,Maldives,Asia,Maumoon Abdul Gayoom,1978-11-11,2008-11-11,Regular,Regular,Regular,M,1937
MAD-2008,82554f4f-1e42-11e4-b4cd-db5882bf8def,781,MAD,Maldives,Asia,Nasheed,2008-11-11,2012-02-07,Regular,Regular,Regular,M,1953
MAD-2012,14a038b3-aae0-11e4-b3bc-29f2fa19767e,781,MAD,Maldives,Asia,Waheed Hassan,2012-02-07,2013-11-17,Regular,Regular,Regular,M,1953
MAD-2013,2b3ec87e-3481-11e4-8dba-bbcd9ed46413,781,MAD,Maldives,Asia,Abdulla Yameen Abdul Gayoom,2013-11-17,2018-11-17,Regular,Regular,Regular,M,1959
MAD_2018_1,NA,781,MAD,Maldives,Asia,Ibrahim Mohamed Solih,2018-11-17,2023-11-17,Regular,Regular,Regular,M,1964
MAD_2023_1,NA,781,MAD,Maldives,Asia,Mohamed Muizzu,2023-11-17,2024-07-31,Regular,Still in Office,Still in Office,M,1978
NEP-1932,824a0e36-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Juddha Rana,1932-09-01,1945-11-28,Regular,Regular,Regular,M,1875
NEP-1945,824a0e37-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Padma Rana,1945-11-28,1948-02-09,Regular,Natural Death,Regular,M,1882
NEP-1948,824a0e38-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Mohan Rana,1948-02-09,1951-02-18,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1885
NEP-1951,824a0e39-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Tribhuvan,1951-02-18,1955-03-13,Irregular,Natural Death,Regular,M,1906
NEP-1955,824a3f08-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Mahendra,1955-03-14,1972-01-31,Regular,Natural Death,Regular,M,1920
NEP-1972,824a3f09-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Birendra,1972-01-31,1990-11-09,Regular,Regular,Regular,M,1946
NEP-1990,824a3f0a-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Krishna Prasad Bhatterai,1990-11-09,1991-05-26,Regular,Regular,Regular,M,1924
NEP-1991,36579818-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Nepal,Asia,Girija Prasad Koirala,1991-05-26,1994-11-30,Regular,Regular,Regular,M,1925
NEP-1994,824a3f0c-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Man Mohan Adhilari,1994-11-30,1995-09-12,Regular,Regular,Regular,M,1920
NEP-1995,824a3f0d-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Sher Bahadur Deuba,1995-09-12,1997-03-12,Regular,Regular,Regular,M,1946
NEP-1997-1,824a3f0e-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Lokendra Bahadur Chand,1997-03-12,1997-10-07,Regular,Regular,Regular,M,1940
NEP-1997-2,824a6fdc-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Surya  Bahadur Thapa,1997-10-07,1998-04-15,Regular,Regular,Regular,M,1928
NEP-1998,36579818-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Nepal,Asia,Girija Prasad Koirala,1998-04-15,1999-05-31,Regular,Regular,Regular,M,1925
NEP-1999,824a3f0a-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Krishna Prasad Bhatterai,1999-05-31,2000-03-22,Regular,Regular,Regular,M,1924
NEP-2000,36579818-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Nepal,Asia,Girija Prasad Koirala,2000-03-22,2001-07-26,Regular,Regular,Regular,M,1925
NEP-2001,19bbd548-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Nepal,Asia,Sher Bahdur Deuba,2001-07-26,2002-10-04,Regular,Regular,Regular,M,1946
NEP-2002,824a3f0e-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Lokendra Bahadur Chand,2002-10-11,2003-06-05,Regular,Regular,Regular,M,1940
NEP-2003,197a5f78-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Nepal,Asia,Surya Bahadur Thapa,2003-06-05,2004-06-03,Regular,Regular,Regular,M,1928
NEP-2004,19bbd548-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Nepal,Asia,Sher Bahdur Deuba,2004-06-03,2005-02-01,Regular,Regular,Regular,M,1946
NEP-2005,82554f50-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Gyanendra,2005-02-01,2006-04-30,Regular,Irregular,"Popular Protest, without Foreign Support",M,1947
NEP-2006,36579818-3bbd-11e5-afeb-eb6f07f9fec7,790,NEP,Nepal,Asia,Girija Prasad Koirala,2006-04-30,2008-08-18,Regular,Regular,Regular,M,1925
NEP-2008,82558020-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Prachanda,2008-08-18,2009-05-25,Regular,Regular,Regular,M,1954
NEP-2009,82558021-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Madhav Kumar Nepal,2009-05-25,2011-02-06,Regular,Regular,Regular,M,1953
NEP-2011-1,82558022-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Nath Khanal,2011-02-06,2011-08-29,Regular,Regular,Regular,M,1950
NEP-2011-2,82558023-1e42-11e4-b4cd-db5882bf8def,790,NEP,Nepal,Asia,Bhattarai,2011-08-29,2013-03-14,Regular,Regular,Regular,M,1954
NEP-2013,2b3ec87f-3481-11e4-8dba-bbcd9ed46413,790,NEP,Nepal,Asia,Khil Raj Regmi,2013-03-14,2014-02-11,Regular,Regular,Regular,M,1949
NEP-2014,14a05fc0-aae0-11e4-b3bc-29f2fa19767e,790,NEP,Nepal,Asia,Sushil Koirala,2014-02-11,2015-10-10,Regular,Regular,Regular,M,1939
NEP-2015,0eddfd21-df39-11e5-ba44-bb6d7c1a9a58,790,NEP,Nepal,Asia,Khadga Prasad Sharma Oli,2015-10-10,2016-08-04,Regular,Regular,Regular,M,1952
NEP_2016_1,NA,790,NEP,Nepal,Asia,Dahal,2016-08-04,2017-06-07,Regular,Regular,Regular,M,1954
NEP_2017_1,NA,790,NEP,Nepal,Asia,Sher Bahadur Deuba,2017-06-07,2018-02-15,Regular,Regular,Regular,M,1946
NEP_2018_1,NA,790,NEP,Nepal,Asia,Khadga Prasad Sharma Oli,2018-02-15,2021-07-13,Regular,Regular,Regular,M,1952
NEP_2021_1,NA,790,NEP,Nepal,Asia,Sher Bahadur Deuba,2021-07-13,2022-12-26,Regular,Regular,Regular,M,1946
NEP_2022_1,NA,790,NEP,Nepal,Asia,Pushpa Kamal Dahal,2022-12-26,2024-07-31,Regular,Still in Office,Still in Office,M,1954
THI-1938,824aa0ba-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Plaek Pibulsongkram,1938-12-26,1944-08-02,Regular,Regular,Regular,M,1897
THI-1944,824aa0bb-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Pridi Banomyong,1944-08-02,1946-08-21,Regular,Regular,Regular,M,1900
THI-1946,29661864-ffc7-11e4-845e-5f840c75e216,800,THI,Thailand,Asia,Thawan Thamrongnawasawat,1946-08-23,1947-11-08,Regular,Irregular,"Removed by Military, without Foreign Support",M,1901
THI-1947,824aa0ba-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Plaek Pibulsongkram,1947-11-08,1957-09-16,Regular,Irregular,"Removed by Military, without Foreign Support",M,1897
THI-1957-1,824aa0bc-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Pote Sarasin,1957-09-21,1957-12-27,Irregular,Regular,Regular,M,1906
THI-1957-2,365a7e48-3bbd-11e5-afeb-eb6f07f9fec7,800,THI,Thailand,Asia,Thanon Kittakachorn,1957-12-27,1958-10-20,Regular,Regular,Regular,M,1911
THI-1958,824aa0be-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Sarit,1958-10-20,1963-12-08,Irregular,Natural Death,Regular,M,1908
THI-1963,365a7e48-3bbd-11e5-afeb-eb6f07f9fec7,800,THI,Thailand,Asia,Thanon Kittakachorn,1963-12-08,1973-10-13,Regular,Irregular,"Popular Protest, without Foreign Support",M,1911
THI-1973,824ad18e-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Sanya,1973-10-14,1975-02-21,Irregular,Regular,Regular,M,1907
THI-1975-1,824ad18f-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Seni Pramoj,1975-02-21,1975-03-06,Regular,Regular,Regular,M,1905
THI-1975-2,824ad190-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Kukrot Pramoj,1975-03-17,1976-04-16,Regular,Regular,Regular,M,1911
THI-1976-1,824ad18f-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Seni Pramoj,1976-04-20,1976-10-06,Regular,Irregular,"Removed by Military, without Foreign Support",M,1905
THI-1976-2,365b1a88-3bbd-11e5-afeb-eb6f07f9fec7,800,THI,Thailand,Asia,Sangad,1976-10-06,1976-10-22,Irregular,Regular,Regular,M,1915
THI-1976-3,824ad192-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Thanin Kraivichien,1976-10-22,1977-10-20,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1927
THI-1977-1,365b1a88-3bbd-11e5-afeb-eb6f07f9fec7,800,THI,Thailand,Asia,Sangad,1977-10-20,1977-11-12,Irregular,Regular,Regular,M,1915
THI-1977-2,824b0262-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Kriangsak,1977-11-12,1980-02-29,Irregular,Regular,Regular,M,1917
THI-1980,824b0263-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Prem,1980-03-03,1988-08-04,Regular,Regular,Regular,M,1920
THI-1988,824b0264-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Choonhavan,1988-08-04,1991-02-23,Regular,Irregular,"Removed by Military, without Foreign Support",M,1922
THI-1991,824b0265-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Panyarachun,1991-03-07,1992-04-04,Regular,Regular,Regular,M,1932
THI-1992-1,824b0266-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Kraprayoon,1992-04-05,1992-05-24,Regular,Regular,Regular,M,1932
THI-1992-2,824b0265-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Panyarachun,1992-06-10,1992-09-23,Regular,Regular,Regular,M,1932
THI-1992-3,824b0267-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Leekpai,1992-09-23,1995-07-13,Regular,Regular,Regular,M,1938
THI-1995,824b3336-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Silpa-Archa,1995-07-13,1996-12-01,Regular,Regular,Regular,M,1932
THI-1996,824b3337-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Chavalit Yongchaiyudh,1996-12-01,1997-11-09,Regular,Regular,Regular,M,1932
THI-1997,824b0267-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Leekpai,1997-11-09,2001-02-09,Regular,Regular,Regular,M,1938
THI-2001,824b3338-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Thaksin Shinawatra,2001-02-10,2006-09-19,Regular,Irregular,"Removed by Military, without Foreign Support",M,1949
THI-2006,82558024-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Chulanont,2006-09-19,2008-01-29,Regular,Regular,Regular,M,1943
THI-2008-1,82558025-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Sundaravej,2008-01-29,2008-09-09,Regular,Regular,Regular,M,1935
THI-2008-2,8255b0f4-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Wongsawat,2008-09-09,2008-12-02,Regular,Regular,Regular,M,1947
THI-2008-3,8255b0f5-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Chanweerakul,2008-12-02,2008-12-15,Regular,Regular,Regular,M,1936
THI-2008-4,8255b0f6-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Vejjajiva,2008-12-15,2011-08-08,Regular,Regular,Regular,M,1964
THI-2011,8255b0f7-1e42-11e4-b4cd-db5882bf8def,800,THI,Thailand,Asia,Yingluck Shinawatra,2011-08-08,2014-05-07,Regular,Regular,Regular,F,1967
THI-2014-1,14a05fc1-aae0-11e4-b3bc-29f2fa19767e,800,THI,Thailand,Asia,Niwattumrong Boonsongpaisan,2014-05-07,2014-05-22,Regular,Irregular,"Removed by Military, without Foreign Support",M,1948
THI-2014-2,14a05fc2-aae0-11e4-b3bc-29f2fa19767e,800,THI,Thailand,Asia,Prayuth Chan-ocha,2014-05-22,2023-08-22,Irregular,Regular,Regular,M,1954
THI_2023_1,NA,800,THI,Thailand,Asia,Srettha Thavisin,2023-08-22,2024-07-31,Regular,Still in Office,Still in Office,M,1962
CAM-1953,824b3339-1e42-11e4-b4cd-db5882bf8def,811,CAM,Cambodia,Asia,Sihanouk,1953-11-09,1970-03-18,Regular,Irregular,"Removed by Military, without Foreign Support",M,1922
CAM-1970,824b333a-1e42-11e4-b4cd-db5882bf8def,811,CAM,Cambodia,Asia,Lon Nol,1970-03-18,1975-04-10,Irregular,Irregular,"Removed by Rebels, without Foreign Support",M,1913
CAM-1975,824b333b-1e42-11e4-b4cd-db5882bf8def,811,CAM,Cambodia,Asia,Pol Pot,1975-04-11,1979-01-07,Irregular,Foreign,Removed through Threat of Foreign Force,M,1925
CAM-1979,824b640a-1e42-11e4-b4cd-db5882bf8def,811,CAM,Cambodia,Asia,Heng Samrin,1979-01-07,1985-01-14,Regular,Regular,Regular,M,1934
CAM-1985,824b640b-1e42-11e4-b4cd-db5882bf8def,811,CAM,Cambodia,Asia,Hun Sen,1985-01-14,1993-09-21,Regular,Regular,Regular,M,1952
CAM-1993,197a8688-3bbd-11e5-afeb-eb6f07f9fec7,811,CAM,Cambodia,Asia,Ranariddh,1993-09-21,1997-07-06,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1944
CAM-1997,824b640b-1e42-11e4-b4cd-db5882bf8def,811,CAM,Cambodia,Asia,Hun Sen,1997-07-06,2023-08-22,Irregular,Regular,Regular,M,1952
CAM_2023_1,NA,811,CAM,Cambodia,Asia,Hun Manet,2023-08-22,2024-07-31,Irregular,Still in Office,Still in Office,M,1977
LAO-1951,824b640c-1e42-11e4-b4cd-db5882bf8def,812,LAO,Laos,Asia,Souvanna Phouma,1951-11-21,1954-11-25,Regular,Regular,Regular,M,1901
LAO-1954,824b640d-1e42-11e4-b4cd-db5882bf8def,812,LAO,Laos,Asia,Katay Don Sasorith,1954-11-25,1956-03-21,Regular,Regular,Regular,M,1904
LAO-1956,824b640c-1e42-11e4-b4cd-db5882bf8def,812,LAO,Laos,Asia,Souvanna Phouma,1956-03-21,1958-07-22,Regular,Regular,Regular,M,1901
LAO-1958,824b640e-1e42-11e4-b4cd-db5882bf8def,812,LAO,Laos,Asia,Sananikone,1958-08-15,1959-12-31,Regular,Irregular,"Removed by Military, without Foreign Support",M,1903
LAO-1959,824b640f-1e42-11e4-b4cd-db5882bf8def,812,LAO,Laos,Asia,Nosavan,1959-12-31,1960-01-07,Irregular,Regular,Regular,M,1920
LAO-1960-1,824b94de-1e42-11e4-b4cd-db5882bf8def,812,LAO,Laos,Asia,Kou Abhay Og Long,1960-01-07,1960-05-31,Irregular,Regular,Regular,M,1892
LAO-1960-2,824b94df-1e42-11e4-b4cd-db5882bf8def,812,LAO,Laos,Asia,Somsanith,1960-05-31,1960-08-09,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1913
